Name,Members FTE,Lobbying cost,Interest represented,EP passes on 2026-05-25,all EP passes,Meetings,country,gdp_usd,population,inflation_rate,gdp_per_capita,lobbying_gdp_ratio
"The Goldman Sachs Group, Inc.",1.45,1500000,Promotes their own interests or the collective interests of their members,1.0,7.0,92.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,58.58265383296706
Community of European Railway and Infrastructure Companies,5.5,1500000,Promotes their own interests or the collective interests of their members,9.0,211.0,85.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2537.7027198301457
BNP PARIBAS,5.0,1500000,Promotes their own interests or the collective interests of their members,5.0,49.0,130.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,536.7133129362044
BVI Bundesverband Investment und Asset Management e.V.,12.35,1500000,Promotes their own interests or the collective interests of their members,7.0,62.0,47.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,357.0559984697936
Shearwater Global,8.35,1475000,Advances interests of their clients,8.0,33.0,7.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,463.6550473666728
Weber Shandwick,20.25,1400000,Advances interests of their clients,13.0,228.0,25.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2368.522538508136
SEC NEWGATE EU,8.85,1345000,Advances interests of their clients,11.0,195.0,15.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2275.473438781031
EUROCHAMBRES – Association of European Chambers of Commerce and Industry,25.0,1250000,Promotes their own interests or the collective interests of their members,12.0,123.0,125.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Uber,3.1,1250000,Promotes their own interests or the collective interests of their members,3.0,25.0,102.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,1194.4111523678118
Koninklijke Philips,4.75,1250000,Promotes their own interests or the collective interests of their members,4.0,40.0,54.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,1194.4111523678118
CropLife Europe,2.5,1250000,Promotes their own interests or the collective interests of their members,8.0,77.0,56.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Unione Regionale delle Camere di Commercio del Veneto,8.85,1250000,Promotes their own interests or the collective interests of their members,3.0,31.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,594.0873677193603
European Organisation for Civil Aviation Equipment,5.75,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,447.2610941135036
VIGILANT project,1.25,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Ireland,548341794599.09,5212836.0,7.82945736434105,105190.68595273091,2279.600082123805
Ingka Services A.B.,7.4,1250000,Promotes their own interests or the collective interests of their members,3.0,69.0,51.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,1194.4111523678118
EnBW Energie Baden-Württemberg AG,5.95,1250000,Promotes their own interests or the collective interests of their members,2.0,66.0,31.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,297.5466653914947
Manufacture Française des Pneumatiques Michelin,3.5,1250000,Promotes their own interests or the collective interests of their members,4.0,54.0,65.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,447.2610941135036
Booking.com B.V.,3.75,1250000,Promotes their own interests or the collective interests of their members,3.0,16.0,59.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,1194.4111523678118
Nestlé S.A.,8.5,1250000,Promotes their own interests or the collective interests of their members,4.0,85.0,47.0,Switzerland,828508926958.393,8777088.0,2.83502798644451,94394.51068035241,1508.7344979962709
BPCE,2.7,1250000,Promotes their own interests or the collective interests of their members,4.0,19.0,37.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,447.2610941135036
Platform for International Cooperation on Undocumented Migrants,8.75,1250000,Promotes their own interests or the collective interests of their members,5.0,114.0,18.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Anna Lindh Foundation for Dialogue between Cultures,6.0,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,4.0,,,,,,
ArcelorMittal,5.15,1250000,Promotes their own interests or the collective interests of their members,4.0,40.0,171.0,Luxembourg,80801680397.0139,653103.0,6.33600807777919,123719.65891599625,15469.975300738855
CANSO - Civil Air Navigation Services Organisation,3.0,1250000,Promotes their own interests or the collective interests of their members,4.0,43.0,28.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,1194.4111523678118
Europäischer Verband Beruflicher Bildungsträger,9.25,1250000,Promotes their own interests or the collective interests of their members,0.0,2.0,2.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Planet Labs,0.2,1250000,Promotes their own interests or the collective interests of their members,0.0,7.0,39.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,48.81887819413922
industriAll European Trade Union,27.25,1250000,Promotes their own interests or the collective interests of their members,9.0,68.0,101.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
AXA,4.6,1250000,Promotes their own interests or the collective interests of their members,0.0,16.0,30.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,447.2610941135036
Schwarz Corporate Affairs International GmbH,6.15,1250000,Promotes their own interests or the collective interests of their members,4.0,32.0,39.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,297.5466653914947
INNCEINNMAT,0.75,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,862.7528260053338
Stichting European Federation of Energy Traders  (We operate under the name Energy Traders Europe),6.65,1250000,Promotes their own interests or the collective interests of their members,8.0,44.0,21.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,1194.4111523678118
General Electric Company,1.95,1250000,Promotes their own interests or the collective interests of their members,6.0,83.0,115.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,48.81887819413922
Pfizer Inc.,1.5,1250000,Promotes their own interests or the collective interests of their members,4.0,59.0,22.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,48.81887819413922
VCG.AI GmbH,15.5,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,297.5466653914947
Zentralverband des Deutschen Handwerks e.V.,14.0,1250000,Promotes their own interests or the collective interests of their members,8.0,105.0,76.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,297.5466653914947
London Stock Exchange Group,6.35,1250000,Promotes their own interests or the collective interests of their members,4.0,38.0,65.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,392.92800624294307
SMEunited aisbl,13.0,1250000,Promotes their own interests or the collective interests of their members,14.0,85.0,215.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Finanzierungsagentur für Social Entrepreneurship,11.25,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,297.5466653914947
Deutsche Telekom,5.6,1250000,Promotes their own interests or the collective interests of their members,6.0,73.0,157.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,297.5466653914947
Assicurazioni Generali S.p.A,3.95,1250000,Promotes their own interests or the collective interests of their members,4.0,44.0,40.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,594.0873677193603
Invest Europe,4.5,1250000,Promotes their own interests or the collective interests of their members,6.0,78.0,53.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
ENEL SpA,6.0,1250000,Promotes their own interests or the collective interests of their members,5.0,109.0,162.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,594.0873677193603
"European Association of Mining Industries, Metal Ores & Industrial Minerals",8.25,1250000,Promotes their own interests or the collective interests of their members,5.0,50.0,63.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
DeHavilland EU,26.55,1250000,Promotes their own interests or the collective interests of their members,10.0,36.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Orange,6.5,1250000,Promotes their own interests or the collective interests of their members,6.0,86.0,146.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,447.2610941135036
Airlines for Europe,5.6,1250000,Promotes their own interests or the collective interests of their members,7.0,83.0,84.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Airbnb Ireland UC,4.2,1250000,Promotes their own interests or the collective interests of their members,3.0,17.0,35.0,Ireland,548341794599.09,5212836.0,7.82945736434105,105190.68595273091,2279.600082123805
Commerzbank AG,3.6,1250000,Promotes their own interests or the collective interests of their members,2.0,51.0,55.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,297.5466653914947
The Malta Institute of Accountants,1.0,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Malta,18928276162.4131,531113.0,6.15375621933037,35638.88694574055,66038.76598557836
EBU-UER (European Broadcasting Union),8.0,1250000,Promotes their own interests or the collective interests of their members,9.0,91.0,86.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2114.7522665251217
Institutional Investors Group on Climate Change,3.5,1250000,Promotes their own interests or the collective interests of their members,0.0,0.0,32.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,392.92800624294307
Eni S.p.A.,6.2,1250000,Promotes their own interests or the collective interests of their members,9.0,102.0,111.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,594.0873677193603
AK Public Affairs,11.25,1245000,Advances interests of their clients,12.0,37.0,8.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2106.2932574590213
Covington & Burling LLP,11.2,1220000,Advances interests of their clients,3.0,39.0,28.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,47.64722511747988
European Consulting Company,5.95,1200000,Advances interests of their clients,0.0,0.0,1.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,2030.162175864117
Bird & Bird LLP Belgium,2.5,1160000,Advances interests of their clients,0.0,12.0,4.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,1962.4901033353128
"LLORENTE Y CUENCA, S.L",8.5,1110000,Advances interests of their clients,5.0,6.0,7.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,766.1245094927364
Publyon,21.5,1060000,Advances interests of their clients,13.0,173.0,8.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,1793.309922013303
HSBC Holdings PLC,3.0,1000000,Promotes their own interests or the collective interests of their members,0.0,24.0,71.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,314.34240499435447
LENIOBIO GMBH,0.3,1000000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,238.03733231319575
Vereniging VNO-NCW,5.75,1000000,Promotes their own interests or the collective interests of their members,4.0,81.0,75.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,955.5289218942495
AGE Platform Europe,10.5,1000000,Promotes their own interests or the collective interests of their members,4.0,57.0,28.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,1691.8018132200973
EUROALLIAGES,6.0,1000000,Promotes their own interests or the collective interests of their members,0.0,21.0,27.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,1691.8018132200973
"Svenska Artisters och Musikers Intresseorganisation, SAMI ek. för.",0.5,1000000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Sweden,575071237640.921,10486941.0,8.36929098869189,54836.89072351232,1738.9149979091944
