Name,Members FTE,Lobbying cost,Interest represented,Head office,EU office,EP passes on 2026-05-25,all EP passes,Meetings,country_merge,policy_areas
Associazione Bancaria Italiana,8.0,1750000,Promotes their own interests or the collective interests of their members,Italy,Belgium,8.0,67.0,59.0,Italy,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets']"
Afore Consulting,2.4,1740000,Advances interests of their clients,Belgium,Belgium,7.0,200.0,58.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Trade', 'Environment']"
EU Focus Group,12.5,1620000,Advances interests of their clients,Belgium,Belgium,0.0,8.0,4.0,Belgium,"['Artificial Intelligence', 'Agriculture', 'Transport', 'Health', 'Energy', 'Environment']"
Hanover Communications International,13.5,1565000,Advances interests of their clients,Belgium,Belgium,7.0,146.0,7.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Agriculture', 'Transport', 'Health', 'Energy', 'Trade', 'Environment']"
Managed Funds Association,3.4,1500000,Promotes their own interests or the collective interests of their members,United States,Belgium,2.0,4.0,38.0,United States,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment']"
Connect Europe,7.5,1500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,6.0,77.0,111.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment']"
Syngenta Crop Protection AG,1.85,1500000,Promotes their own interests or the collective interests of their members,Switzerland,Belgium,3.0,50.0,31.0,Switzerland,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Health', 'Energy', 'Trade', 'Environment']"
Superintelligence Computing Systems SICSAI AB,0.1,1500000,Promotes their own interests or the collective interests of their members,Sweden,Sweden,0.0,0.0,0.0,Sweden,['Artificial Intelligence']
Deutsche Bank AG,3.3,1500000,Promotes their own interests or the collective interests of their members,Germany,Belgium,4.0,49.0,177.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Energy', 'Environment']"
Association of Cities and Regions for sustainable Resource management,13.6,1500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,2.0,42.0,1.0,Belgium,['Artificial Intelligence']
Direction des Services de la Navigation Aérienne,0.5,1500000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,1.0,France,"['Artificial Intelligence', 'Transport', 'Trade']"
Société Générale,1.85,1500000,Promotes their own interests or the collective interests of their members,France,Belgium,2.0,29.0,84.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Transport', 'Environment']"
Vereniging van de Nederlandse Pluimveeverwerkende Industrie,7.5,1500000,Promotes their own interests or the collective interests of their members,Netherlands,Netherlands,0.0,0.0,5.0,Netherlands,"['Artificial Intelligence', 'Trade']"
MedTech Europe,2.95,1500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,5.0,51.0,83.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Health', 'Trade', 'Environment']"
TÜV-Verband e. V.,10.85,1500000,Promotes their own interests or the collective interests of their members,Germany,Belgium,2.0,49.0,4.0,Germany,"['Artificial Intelligence', 'Transport', 'Environment']"
Ibec,10.8,1500000,Promotes their own interests or the collective interests of their members,Ireland,Belgium,7.0,36.0,68.0,Ireland,"['Artificial Intelligence', 'Finance & Banking', 'Transport', 'Energy', 'Trade', 'Environment']"
Nederlandse Vereniging van Banken / Dutch Banking Association,8.25,1500000,Promotes their own interests or the collective interests of their members,Netherlands,Belgium,3.0,28.0,12.0,Netherlands,"['Artificial Intelligence', 'Finance & Banking', 'Environment']"
American Chamber of Commerce to the European Union,10.2,1500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,16.0,158.0,234.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Health', 'Energy', 'Trade', 'Environment']"
European Disability Forum,19.0,1500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,11.0,128.0,51.0,Belgium,"['Artificial Intelligence', 'Justice & Rights']"
European Telecommunications Standards Institute,2.0,1500000,Promotes their own interests or the collective interests of their members,France,France,2.0,3.0,10.0,France,['Artificial Intelligence']
SANOFI,2.5,1500000,Promotes their own interests or the collective interests of their members,France,Belgium,4.0,50.0,59.0,France,"['Artificial Intelligence', 'Health', 'Trade', 'Environment']"
YARA  BELGIUM S.A.,5.0,1500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,5.0,31.0,57.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Transport', 'Health', 'Energy', 'Trade', 'Environment']"
"The Goldman Sachs Group, Inc.",1.45,1500000,Promotes their own interests or the collective interests of their members,United States,United States,1.0,7.0,92.0,United States,"['Finance & Banking', 'Trade']"
Community of European Railway and Infrastructure Companies,5.5,1500000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,9.0,211.0,85.0,Belgium,['Other']
BNP PARIBAS,5.0,1500000,Promotes their own interests or the collective interests of their members,France,France,5.0,49.0,130.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets']"
BVI Bundesverband Investment und Asset Management e.V.,12.35,1500000,Promotes their own interests or the collective interests of their members,Germany,Belgium,7.0,62.0,47.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Environment']"
Shearwater Global,8.35,1475000,Advances interests of their clients,United Kingdom,Belgium,8.0,33.0,7.0,United Kingdom,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Transport', 'Health', 'Energy', 'Trade', 'Environment']"
Weber Shandwick,20.25,1400000,Advances interests of their clients,Belgium,Belgium,13.0,228.0,25.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Health', 'Energy', 'Environment']"
SEC NEWGATE EU,8.85,1345000,Advances interests of their clients,Belgium,Belgium,11.0,195.0,15.0,Belgium,"['Artificial Intelligence', 'Digital Markets', 'Agriculture', 'Energy', 'Trade', 'Environment']"
EUROCHAMBRES – Association of European Chambers of Commerce and Industry,25.0,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,12.0,123.0,125.0,Belgium,"['Artificial Intelligence', 'Energy', 'Trade', 'Environment']"
Uber,3.1,1250000,Promotes their own interests or the collective interests of their members,Netherlands,Belgium,3.0,25.0,102.0,Netherlands,"['Artificial Intelligence', 'Digital Markets', 'Transport']"
Koninklijke Philips,4.75,1250000,Promotes their own interests or the collective interests of their members,Netherlands,Belgium,4.0,40.0,54.0,Netherlands,"['Artificial Intelligence', 'Health', 'Trade', 'Environment']"
CropLife Europe,2.5,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,8.0,77.0,56.0,Belgium,"['Artificial Intelligence', 'Agriculture', 'Health', 'Environment', 'Justice & Rights']"
Unione Regionale delle Camere di Commercio del Veneto,8.85,1250000,Promotes their own interests or the collective interests of their members,Italy,Italy,3.0,31.0,0.0,Italy,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Trade', 'Environment']"
European Organisation for Civil Aviation Equipment,5.75,1250000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,0.0,France,['Transport']
VIGILANT project,1.25,1250000,Promotes their own interests or the collective interests of their members,Ireland,Ireland,0.0,0.0,0.0,Ireland,"['Artificial Intelligence', 'Digital Markets']"
Ingka Services A.B.,7.4,1250000,Promotes their own interests or the collective interests of their members,Netherlands,Belgium,3.0,69.0,51.0,Netherlands,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Transport', 'Energy', 'Environment']"
EnBW Energie Baden-Württemberg AG,5.95,1250000,Promotes their own interests or the collective interests of their members,Germany,Belgium,2.0,66.0,31.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Environment']"
Manufacture Française des Pneumatiques Michelin,3.5,1250000,Promotes their own interests or the collective interests of their members,France,Belgium,4.0,54.0,65.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Agriculture', 'Transport', 'Health', 'Energy', 'Trade', 'Environment']"
Booking.com B.V.,3.75,1250000,Promotes their own interests or the collective interests of their members,Netherlands,Netherlands,3.0,16.0,59.0,Netherlands,"['Artificial Intelligence', 'Digital Markets']"
Nestlé S.A.,8.5,1250000,Promotes their own interests or the collective interests of their members,Switzerland,Belgium,4.0,85.0,47.0,Switzerland,"['Artificial Intelligence', 'Digital Markets', 'Agriculture', 'Health', 'Energy', 'Trade', 'Environment']"
BPCE,2.7,1250000,Promotes their own interests or the collective interests of their members,France,Belgium,4.0,19.0,37.0,France,"['Artificial Intelligence', 'Finance & Banking']"
Platform for International Cooperation on Undocumented Migrants,8.75,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,5.0,114.0,18.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment']"
Anna Lindh Foundation for Dialogue between Cultures,6.0,1250000,Promotes their own interests or the collective interests of their members,Egypt,Egypt,0.0,0.0,4.0,Egypt,['Artificial Intelligence']
ArcelorMittal,5.15,1250000,Promotes their own interests or the collective interests of their members,Luxembourg,Belgium,4.0,40.0,171.0,Luxembourg,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Trade']"
CANSO - Civil Air Navigation Services Organisation,3.0,1250000,Promotes their own interests or the collective interests of their members,Netherlands,Belgium,4.0,43.0,28.0,Netherlands,"['Artificial Intelligence', 'Transport']"
Europäischer Verband Beruflicher Bildungsträger,9.25,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,2.0,2.0,Belgium,['Artificial Intelligence']
Planet Labs,0.2,1250000,Promotes their own interests or the collective interests of their members,United States,Germany,0.0,7.0,39.0,United States,"['Artificial Intelligence', 'Environment']"
industriAll European Trade Union,27.25,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,9.0,68.0,101.0,Belgium,"['Artificial Intelligence', 'Energy', 'Trade']"
AXA,4.6,1250000,Promotes their own interests or the collective interests of their members,France,France,0.0,16.0,30.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Health']"
Schwarz Corporate Affairs International GmbH,6.15,1250000,Promotes their own interests or the collective interests of their members,Germany,Belgium,4.0,32.0,39.0,Germany,"['Artificial Intelligence', 'Agriculture', 'Energy']"
INNCEINNMAT,0.75,1250000,Promotes their own interests or the collective interests of their members,Spain,Spain,0.0,0.0,0.0,Spain,"['Artificial Intelligence', 'Transport', 'Energy', 'Environment']"
Stichting European Federation of Energy Traders  (We operate under the name Energy Traders Europe),6.65,1250000,Promotes their own interests or the collective interests of their members,Netherlands,Belgium,8.0,44.0,21.0,Netherlands,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Trade']"
General Electric Company,1.95,1250000,Promotes their own interests or the collective interests of their members,United States,Belgium,6.0,83.0,115.0,United States,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Trade']"
Pfizer Inc.,1.5,1250000,Promotes their own interests or the collective interests of their members,United States,Belgium,4.0,59.0,22.0,United States,"['Artificial Intelligence', 'Health', 'Trade']"
VCG.AI GmbH,15.5,1250000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Digital Markets', 'Energy']"
Zentralverband des Deutschen Handwerks e.V.,14.0,1250000,Promotes their own interests or the collective interests of their members,Germany,Belgium,8.0,105.0,76.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment']"
London Stock Exchange Group,6.35,1250000,Promotes their own interests or the collective interests of their members,United Kingdom,Belgium,4.0,38.0,65.0,United Kingdom,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment']"
SMEunited aisbl,13.0,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,14.0,85.0,215.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Trade', 'Environment']"
Finanzierungsagentur für Social Entrepreneurship,11.25,1250000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Environment']"
Deutsche Telekom,5.6,1250000,Promotes their own interests or the collective interests of their members,Germany,Belgium,6.0,73.0,157.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Transport', 'Trade', 'Environment']"
Assicurazioni Generali S.p.A,3.95,1250000,Promotes their own interests or the collective interests of their members,Italy,Italy,4.0,44.0,40.0,Italy,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Environment']"
Invest Europe,4.5,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,6.0,78.0,53.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Health', 'Energy', 'Environment']"
ENEL SpA,6.0,1250000,Promotes their own interests or the collective interests of their members,Italy,Belgium,5.0,109.0,162.0,Italy,"['Artificial Intelligence', 'Finance & Banking', 'Transport', 'Energy', 'Environment']"
"European Association of Mining Industries, Metal Ores & Industrial Minerals",8.25,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,5.0,50.0,63.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Energy', 'Trade', 'Environment']"
DeHavilland EU,26.55,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,10.0,36.0,0.0,Belgium,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Agriculture', 'Transport', 'Health', 'Energy', 'Trade', 'Environment']"
Orange,6.5,1250000,Promotes their own interests or the collective interests of their members,France,Belgium,6.0,86.0,146.0,France,"['Artificial Intelligence', 'Digital Markets', 'Environment']"
Airlines for Europe,5.6,1250000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,7.0,83.0,84.0,Belgium,"['Artificial Intelligence', 'Transport', 'Environment']"
Airbnb Ireland UC,4.2,1250000,Promotes their own interests or the collective interests of their members,Ireland,Belgium,3.0,17.0,35.0,Ireland,"['Artificial Intelligence', 'Trade', 'Environment']"
Commerzbank AG,3.6,1250000,Promotes their own interests or the collective interests of their members,Germany,Belgium,2.0,51.0,55.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment']"
